DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
25-06-2021,03-00,11.7,36,0.96,700,0,2,83,67,,,,,,,,
25-06-2021,04-00,11.7,36,0.96,700,0,2,88,59,,,,,,,,
25-06-2021,05-00,11.7,36,0.96,700,0,2,88,59,,,,,,,,
25-06-2021,06-00,11.2,82,0.96,1527,0,2,88,59,,,,,,,,
25-06-2021,07-00,11.2,112,0.96,2086,0,2,90,49,,,,,,,,
25-06-2021,08-00,11.2,116,0.96,2160,0,2,90,49,,,,,,,,
25-06-2021,09-00,11.5,116,0.96,2218,0,2,90,49,,,,,,,,
25-06-2021,10-00,11.7,100,0.96,1945,0,2,90,53,,,,,,,,
25-06-2021,11-00,11.5,102,0.96,1950,0,2,90,53,,,,,,,,
25-06-2021,12-00,11.5,105,0.96,2008,0,2,90,53,,,,,,,,
25-06-2021,13-00,11.6,105,0.96,2025,0,2,85,78,,,,,,,,
25-06-2021,14-00,11.7,95,0.96,1848,0,2,85,78,,,,,,,,
25-06-2021,15-00,11.6,90,0.96,1736,0,2,85,78,,,,,,,,
25-06-2021,16-00,11.6,95,0.96,1832,0,2,83,76,,,,,,,,
25-06-2021,17-00,11.6,90,0.96,1736,0,2,83,76,,,,,,,,
25-06-2021,18-00,11.7,80,0.96,1556,0,2,83,76,,,,,,,,
25-06-2021,19-00,11.6,50,0.96,964,0,2,80,86,,,,,,,,
25-06-2021,20-00,11.6,55,0.96,1061,0,2,80,86,,,,,,,,
25-06-2021,21-00,11.6,54,0.96,1042,0,2,80,86,,,,,,,,
25-06-2021,22-00,11.7,46,0.96,895,0,2,82,78,,,,,,,,
25-06-2021,23-00,11.7,44,0.96,856,0,2,82,78,,,,,,,,
25-06-2021,00-00,11.7,40,0.96,778,0,2,82,78,,,,,,,,
26-06-2021,01-00,11.6,40,0.98,788,0,2,86,73,,,,,,,,
26-06-2021,02-00,11.6,40,0.98,788,0,2,86,73,,,,,,,,
26-06-2021,03-00,11.6,38,0.98,748,0,2,86,73,,,,,,,,
26-06-2021,04-00,11.6,38,0.98,748,0,2,90,60,,,,,,,,
26-06-2021,05-00,11.4,82,0.98,1587,0,2,90,60,,,,,,,,
26-06-2021,06-00,11.4,85,0.98,1645,0,2,90,60,,,,,,,,
26-06-2021,07-00,11.4,92,0.98,1780,0,2,80,91,,,,,,,,
26-06-2021,08-00,11.3,106,0.98,2033,0,2,80,91,,,,,,,,
26-06-2021,09-00,11.2,108,0.98,2053,0,2,80,91,,,,,,,,
26-06-2021,10-00,11.3,104,0.98,1995,0,2,78,93,,,,,,,,
26-06-2021,11-00,11.3,104,0.98,1995,0,2,78,93,,,,,,,,
26-06-2021,12-00,11.3,95,0.98,1822,0,2,78,93,,,,,,,,
26-06-2021,13-00,11.3,90,0.98,1726,0,2,78,93,,,,,,,,
26-06-2021,14-00,11.4,84,0.98,1625,0,2,78,93,,,,,,,,
26-06-2021,15-00,11.5,85,0.98,1659,0,2,78,93,,,,,,,,
26-06-2021,16-00,11.5,83,0.98,1620,0,2,77,93,,,,,,,,
26-06-2021,17-00,11.6,82,0.98,1615,0,2,77,93,,,,,,,,
26-06-2021,18-00,11.6,79,0.98,1556,0,2,77,93,,,,,,,,
26-06-2021,19-00,11.6,56,0.98,1103,0,2,82,78,,,,,,,,
26-06-2021,20-00,11.6,54,0.98,1063,0,2,82,78,,,,,,,,
26-06-2021,21-00,11.6,52,0.98,1024,0,2,82,78,,,,,,,,
26-06-2021,22-00,11.7,46,0.98,914,0,2,76,95,,,,,,,,
26-06-2021,23-00,11.7,44,0.98,874,0,2,76,95,,,,,,,,
26-06-2021,00-00,11.7,41,0.98,814,0,2,76,95,,,,,,,,
27-06-2021,01-00,11.7,40,0.97,786,1,2,82,93,,,,,,,,
27-06-2021,02-00,11.7,40,0.97,786,1,2,82,93,,,,,,,,
27-06-2021,03-00,11.7,39,0.97,767,1,2,82,93,,,,,,,,
27-06-2021,04-00,11.7,39,0.97,767,1,2,86,78,,,,,,,,
27-06-2021,05-00,11.7,38,0.97,747,1,2,86,78,,,,,,,,
27-06-2021,06-00,11.5,77,0.97,1488,1,2,86,78,,,,,,,,
27-06-2021,07-00,11.3,96,0.97,1823,1,2,90,71,,,,,,,,
27-06-2021,08-00,11.3,98,0.97,1861,1,2,90,71,,,,,,,,
27-06-2021,09-00,11.3,100,0.97,1899,1,2,90,71,,,,,,,,
27-06-2021,10-00,11.3,102,0.97,1936,1,2,87,74,,,,,,,,
27-06-2021,11-00,11.3,106,0.97,2012,1,2,87,74,,,,,,,,
27-06-2021,12-00,11.3,108,0.97,2050,1,2,87,74,,,,,,,,
27-06-2021,13-00,11.3,98,0.97,1861,1,2,81,83,,,,,,,,
27-06-2021,14-00,11.3,103,0.97,1955,1,2,81,83,,,,,,,,
27-06-2021,15-00,11.3,105,0.97,1993,1,2,81,83,,,,,,,,
27-06-2021,16-00,11.4,95,0.97,1820,1,2,79,80,,,,,,,,
27-06-2021,17-00,11.5,75,0.97,1449,1,2,79,80,,,,,,,,
27-06-2021,18-00,11.6,73,0.97,1423,1,2,79,80,,,,,,,,
27-06-2021,19-00,11.6,58,0.97,1130,1,2,77,93,,,,,,,,
27-06-2021,20-00,11.7,45,0.97,885,1,2,77,93,,,,,,,,
27-06-2021,21-00,11.8,44,0.97,872,1,2,77,93,,,,,,,,
27-06-2021,22-00,11.8,42,0.97,833,1,2,78,90,,,,,,,,
27-06-2021,23-00,11.8,38,0.97,753,1,2,78,90,,,,,,,,
27-06-2021,00-00,11.8,35,0.97,694,1,2,78,90,,,,,,,,
28-06-2021,01-00,11.8,35,0.97,694,0,2,80,87,,,,,,,,
28-06-2021,02-00,11.8,35,0.97,694,0,2,80,87,,,,,,,,
28-06-2021,03-00,11.8,35,0.97,694,0,2,80,87,,,,,,,,
28-06-2021,04-00,11.7,35,0.97,688,0,2,81,84,,,,,,,,
28-06-2021,05-00,11.6,83,0.97,1618,0,2,81,84,,,,,,,,
28-06-2021,06-00,11.4,85,0.97,1628,0,2,81,84,,,,,,,,
28-06-2021,07-00,11.3,103,0.97,1955,0,2,81,84,,,,,,,,
28-06-2021,08-00,11.5,103,0.97,1990,0,2,81,84,,,,,,,,
28-06-2021,09-00,11.5,101,0.97,1951,0,2,89,57,,,,,,,,
28-06-2021,10-00,11.5,101,0.97,1951,0,2,89,57,,,,,,,,
28-06-2021,11-00,11.5,99,0.97,1913,0,2,89,57,,,,,,,,
28-06-2021,12-00,11.6,94,0.97,1832,0,2,89,57,,,,,,,,
28-06-2021,13-00,11.6,94,0.97,1832,0,2,83,77,,,,,,,,
28-06-2021,14-00,11.6,94,0.97,1832,0,2,83,77,,,,,,,,
28-06-2021,15-00,11.6,96,0.97,1871,0,2,83,77,,,,,,,,
28-06-2021,16-00,11.6,96,0.97,1871,0,2,82,86,,,,,,,,
28-06-2021,17-00,11.5,115,0.97,2222,0,2,82,86,,,,1,,,,
28-06-2021,18-00,11.5,102,0.97,1971,0,2,82,86,,,,,,,,
28-06-2021,19-00,11.6,46,0.97,896,0,2,78,90,,,,,,,,
28-06-2021,20-00,11.6,50,0.97,974,0,2,78,90,,,,,,,,
28-06-2021,21-00,11.6,48,0.97,935,0,2,78,90,,,,,,,,
28-06-2021,22-00,11.6,46,0.97,896,0,2,78,90,,,,,,,,
28-06-2021,23-00,11.6,45,0.97,877,0,2,78,90,,,,,,,,
28-06-2021,00-00,11.6,44,0.97,858,0,2,78,90,,,,,,,,
29-06-2021,01-00,11.7,72,0.95,1386,0,2,78,90,,,,,,,,
29-06-2021,02-00,11.6,72,0.95,1374,0,2,78,90,,,,,,,,
29-06-2021,03-00,11.6,72,0.95,1374,0,2,78,90,,,,,,,,
29-06-2021,04-00,11.5,80,0.95,1514,0,2,78,90,,,,,,,,
29-06-2021,05-00,11.4,90,0.95,1688,0,2,78,90,,,,,,,,
29-06-2021,06-00,11.2,109,0.95,2009,0,2,91,51,,,,,,,,
29-06-2021,07-00,11.2,123,0.95,2267,0,2,91,51,,,,,,,,
29-06-2021,08-00,11.7,129,0.95,2483,0,2,91,51,,,,,,,,
29-06-2021,09-00,11.7,123,0.95,2368,0,2,91,51,,,,,,,,
29-06-2021,10-00,11.8,125,0.95,2427,0,2,92,51,,,,,,,,
29-06-2021,11-00,11.8,130,0.95,2524,0,2,92,51,,,,,,,,
29-06-2021,12-00,11.6,126,0.95,2405,0,2,92,51,,,,,,,,
29-06-2021,13-00,11.5,125,0.95,2365,0,2,86,79,,,,,,,,
29-06-2021,14-00,11.5,124,0.95,2346,0,2,86,79,,,,,,,,
29-06-2021,15-00,11.5,122,0.95,2309,0,2,86,79,,,,,,,,
29-06-2021,16-00,11.5,120,0.95,2271,0,2,86,79,,,,,,,,
29-06-2021,17-00,11.5,118,0.95,2233,0,2,86,79,,,,,,,,
29-06-2021,18-00,11.5,124,0.95,2346,0,2,86,79,,,,,,,,
29-06-2021,19-00,11.6,48,0.95,916,0,2,81,87,,,,,,,,
29-06-2021,20-00,11.6,54,0.95,1031,0,2,81,87,,,,,,,,
29-06-2021,21-00,11.6,52,0.95,993,0,2,81,87,,,,,,,,
29-06-2021,22-00,11.6,48,0.95,916,0,2,81,84,,,,,,,,
29-06-2021,23-00,11.6,45,0.95,859,0,2,81,84,,,,,,,,
29-06-2021,00-00,11.6,45,0.95,859,0,2,81,84,,,,,,,,
30-06-2021,01-00,11.6,74,0.93,1383,0,2,88,73,,,,,,,,
30-06-2021,02-00,11.6,74,0.93,1383,0,2,88,73,,,,,,,,
30-06-2021,03-00,11.6,76,0.93,1420,0,2,88,73,,,,,,,,
30-06-2021,04-00,11.4,82,0.93,1506,0,2,92,58,,,,,,,,
30-06-2021,05-00,11.3,85,0.93,1547,0,2,92,58,,,,,,,,
30-06-2021,06-00,11.2,137,0.93,2472,0,2,92,58,,,,,,,,
30-06-2021,07-00,11.5,148,0.93,2742,0,2,96,46,,,,,,,,
30-06-2021,08-00,11.5,157,0.93,2908,0,2,96,46,,,,,,,,
30-06-2021,09-00,11.5,154,0.93,2853,0,2,96,46,,,,,,,,
30-06-2021,10-00,11.5,148,0.93,2742,0,2,91,65,,,,,,,,
30-06-2021,11-00,11.6,147,0.93,2747,0,2,91,65,,,,,,,,
30-06-2021,12-00,11.6,138,0.93,2579,0,2,91,65,,,,,,,,
30-06-2021,13-00,11.6,132,0.93,2466,0,2,84,73,,,,,,,,
30-06-2021,14-00,11.4,113,0.93,2075,0,2,84,73,,,,,,,,
30-06-2021,15-00,11.4,117,0.93,2148,0,2,84,73,,,,,,,,
30-06-2021,16-00,11.4,122,0.93,2240,0,2,77,93,,,,,,,,
30-06-2021,17-00,11.4,102,0.93,1873,0,2,77,93,,,,,,,,
30-06-2021,18-00,11.8,52,0.93,988,0,2,77,93,,,,,,,,
30-06-2021,19-00,11.8,53,0.93,1007,0,2,86,75,,,,,,,,
30-06-2021,20-00,11.8,53,0.93,1007,0,2,86,75,,,,,,,,
30-06-2021,21-00,11.8,51,0.93,969,0,2,86,75,,,,,,,,
30-06-2021,22-00,11.8,50,0.93,950,0,2,79,91,,,,,,,,
30-06-2021,23-00,11.8,47,0.93,893,0,2,79,91,,,,,,,,
30-06-2021,00-00,11.8,45,0.93,855,0,2,79,91,,,,,,,,
01-07-2021,01-00,11.8,44,0.94,845,0,0,80,91,,,,,,,,
01-07-2021,02-00,11.8,44,0.94,845,0,0,80,91,,,,,,,,
01-07-2021,03-00,11.8,44,0.94,845,0,0,80,91,,,,,,,,
01-07-2021,04-00,11.8,44,0.94,845,0,0,84,87,,,,,,,,
01-07-2021,05-00,11.8,44,0.94,845,0,0,84,87,,,,,,,,
01-07-2021,06-00,11.3,100,0.94,1840,0,0,84,87,,,,,,,,
01-07-2021,07-00,11.6,105,0.94,1983,0,0,92,67,,,,,,,,
01-07-2021,08-00,11.6,114,0.94,2153,0,0,92,67,,,,,,,,
01-07-2021,09-00,11.6,121,0.94,2285,0,0,92,67,,,,,,,,
01-07-2021,10-00,11.7,114,0.94,2172,0,0,91,66,,,,,,,,
01-07-2021,11-00,11.7,104,0.94,1981,0,0,91,66,,,,,,,,
01-07-2021,12-00,11.7,108,0.94,2057,0,0,91,66,,,,,,,,
01-07-2021,13-00,11.7,113,0.94,2153,0,0,79,93,,,,,,,,
01-07-2021,14-00,11.7,111,0.94,2114,0,0,79,93,,,,,,,,
01-07-2021,15-00,11.5,110,0.94,2060,0,0,79,93,,,,,,,,
01-07-2021,16-00,11.5,124,0.94,2322,0,0,79,93,,,,,,,,
01-07-2021,17-00,11.5,118,0.94,2209,0,0,79,93,,,,,,,,
01-07-2021,18-00,11.7,104,0.94,1981,0,0,79,93,,,,,,,,
01-07-2021,19-00,11.8,48,0.94,922,0,0,78,93,,,,,,,,
01-07-2021,20-00,11.8,50,0.94,961,0,0,78,93,,,,,,,,
01-07-2021,21-00,11.8,46,0.94,884,0,0,78,93,,,,,,,,
01-07-2021,22-00,11.8,41,0.94,788,0,0,79,93,,,,,,,,
01-07-2021,23-00,11.8,40,0.94,768,0,0,79,93,,,,,,,,
01-07-2021,00-00,11.8,40,0.94,768,0,0,79,93,,,,,,,,
02-07-2021,01-00,11.8,40,0.93,760,0,0,78,96,,,,,,,,
02-07-2021,02-00,11.8,40,0.93,760,0,0,78,96,,,,,,,,
02-07-2021,03-00,11.8,40,0.93,760,0,0,78,96,,,,,,,,
02-07-2021,04-00,11.8,40,0.93,760,0,0,81,93,,,,,,,,
02-07-2021,05-00,11.7,40,0.93,754,0,0,81,93,,,,,,,,
02-07-2021,06-00,11.5,40,0.93,741,0,0,81,93,,,,,,,,
02-07-2021,07-00,11.3,60,0.93,1092,0,0,82,84,,,,,,,,
02-07-2021,08-00,11.4,80,0.93,1469,0,0,82,84,,,,,,,,
02-07-2021,09-00,11.5,96,0.93,1778,0,0,82,84,,,,,,,,
02-07-2021,10-00,11.7,100,0.93,1885,0,0,83,86,,,,,,,,
02-07-2021,11-00,11.7,98,0.93,1847,0,0,83,86,,,,,,,,
02-07-2021,12-00,11.7,91,0.93,1715,0,0,83,86,,,,,,,,
02-07-2021,13-00,11.7,93,0.93,1753,0,0,81,91,,,,,,,,
02-07-2021,14-00,11.7,93,0.93,1753,0,0,81,91,,,,,,,,
02-07-2021,15-00,11.7,90,0.93,1696,0,0,81,91,,,,,,,,
02-07-2021,16-00,11.7,94,0.93,1772,0,0,80,88,,,,,,,,
02-07-2021,17-00,11.7,100,0.93,1885,0,0,80,88,,,,,,,,
02-07-2021,18-00,11.7,100,0.93,1885,0,0,80,88,,,,,,,,
02-07-2021,19-00,11.8,47,0.93,893,0,0,79,93,,,,,,,,
02-07-2021,20-00,11.8,47,0.93,893,0,0,79,93,,,,,,,,
02-07-2021,21-00,11.8,46,0.93,874,0,0,79,93,,,,,,,,
02-07-2021,22-00,11.8,45,0.93,855,0,0,78,90,,,,,,,,
02-07-2021,23-00,11.8,42,0.93,798,0,0,78,90,,,,,,,,
02-07-2021,00-00,11.8,40,0.93,760,0,0,78,90,,,,,,,,
03-07-2021,01-00,11.6,73,0.93,1364,0,0,83,73,,,,,,,,
03-07-2021,02-00,11.6,73,0.93,1364,0,0,83,73,,,,,,,,
03-07-2021,03-00,11.6,73,0.93,1364,0,0,83,73,,,,,,,,
03-07-2021,04-00,11.6,73,0.93,1364,0,0,86,62,,,,,,,,
03-07-2021,05-00,11.5,93,0.93,1723,0,0,86,62,,,,,,,,
03-07-2021,06-00,11.2,108,0.93,1948,0,0,86,62,,,,,,,,
03-07-2021,07-00,11.4,137,0.93,2516,0,0,90,55,,,,,,,,
03-07-2021,08-00,11.4,134,0.93,2461,0,0,90,55,,,,,,,,
03-07-2021,09-00,11.5,133,0.93,2464,0,0,90,55,,,,,,,,
03-07-2021,10-00,11.5,133,0.93,2464,0,0,90,52,,,,,,,,
03-07-2021,11-00,11.5,131,0.93,2427,0,0,90,52,,,,,,,,
03-07-2021,12-00,11.5,136,0.93,2519,0,0,90,52,,,,,,,,
03-07-2021,13-00,11.5,140,0.93,2593,0,0,85,78,,,,,,,,
03-07-2021,14-00,11.5,143,0.93,2649,0,0,85,78,,,,,,,,
03-07-2021,15-00,11.5,137,0.93,2538,0,0,85,78,,,,,,,,
03-07-2021,16-00,11.5,151,0.93,2797,0,0,82,80,,,,,,,,
03-07-2021,17-00,11.6,141,0.93,2635,0,0,82,80,,,,,,,,
03-07-2021,18-00,11.7,135,0.93,2544,0,0,82,80,,,,,,,,
03-07-2021,19-00,11.6,48,0.93,897,0,0,78,90,,,,,,,,
03-07-2021,20-00,11.6,57,0.93,1065,0,0,78,90,,,,,,,,
03-07-2021,21-00,11.6,54,0.93,1009,0,0,78,90,,,,,,,,
03-07-2021,22-00,11.7,50,0.93,942,0,0,81,90,,,,,,,,
03-07-2021,23-00,11.7,45,0.93,848,0,0,81,90,,,,,,,,
03-07-2021,00-00,11.7,42,0.93,792,0,0,81,90,,,,,,,,
04-07-2021,01-00,11.5,95,0.95,1798,1,0,85,78,,,,,,,,
04-07-2021,02-00,11.5,95,0.95,1798,1,0,85,78,,,,,,,,
04-07-2021,03-00,11.5,95,0.95,1798,1,0,85,78,,,,,,,,
04-07-2021,04-00,11.5,95,0.95,1798,1,0,90,53,,,,,,,,
04-07-2021,05-00,11.4,98,0.95,1838,1,0,90,53,,,,,,,,
04-07-2021,06-00,11.4,137,0.95,2570,1,0,90,53,,,,,,,,
04-07-2021,07-00,11.2,168,0.95,3096,1,0,95,43,,,,,,,,
04-07-2021,08-00,11.2,175,0.95,3225,1,0,95,43,,,,,,,,
04-07-2021,09-00,11.2,167,0.95,3078,1,0,95,43,,,,,,,,
04-07-2021,10-00,11.4,160,0.95,3001,1,0,77,95,,,,,,,,
04-07-2021,11-00,11.4,153,0.95,2870,1,0,77,95,,,,,,,,
04-07-2021,12-00,11.3,159,0.95,2956,1,0,77,95,,,,,,,,
04-07-2021,13-00,11.3,154,0.95,2863,1,0,78,93,,,,,,,,
04-07-2021,14-00,11.3,154,0.95,2863,1,0,78,93,,,,,,,,
04-07-2021,15-00,11.4,154,0.95,2889,1,0,78,93,,,,,,,,
04-07-2021,16-00,11.3,160,0.95,2975,1,0,79,95,,,,,,,,
04-07-2021,17-00,11.3,160,0.95,2975,1,0,79,95,,,,,,,,
04-07-2021,18-00,11.5,150,0.95,2838,1,0,79,95,,,,,,,,
04-07-2021,19-00,11.6,52,0.95,993,1,0,81,87,,,,,,,,
04-07-2021,20-00,11.7,58,0.95,1117,1,0,81,87,,,,,,,,
04-07-2021,21-00,11.7,54,0.95,1040,1,0,81,87,,,,,,,,
04-07-2021,22-00,11.7,47,0.95,905,1,0,79,95,,,,,,,,
04-07-2021,23-00,11.6,45,0.95,859,1,0,79,95,,,,,,,,
04-07-2021,00-00,11.6,43,0.95,821,1,0,79,95,,,,,,,,
05-07-2021,01-00,11.5,91,0.94,1704,0,0,84,98,,,,,,,,
05-07-2021,02-00,11.5,91,0.94,1704,0,0,84,98,,,,,,,,
05-07-2021,03-00,11.5,91,0.94,1704,0,0,84,98,,,,,,,,
05-07-2021,04-00,11.5,91,0.94,1704,0,0,85,85,,,,,,,,
05-07-2021,05-00,11.4,98,0.94,1819,0,0,85,85,,,,,,,,
05-07-2021,06-00,11.5,153,0.94,2865,0,0,85,85,,,,,,,,
05-07-2021,07-00,11.6,200,0.94,3777,0,0,89,73,,,,,,,,
05-07-2021,08-00,11.7,194,0.94,3696,0,0,89,73,,,,,,,,
05-07-2021,09-00,11.7,190,0.94,3619,0,0,89,73,,,,,,,,
05-07-2021,10-00,11.8,180,0.94,3458,0,0,85,80,,,,,,,,
05-07-2021,11-00,11.5,186,0.94,3483,0,0,85,80,,,,,,,,
05-07-2021,12-00,11.5,180,0.94,3370,0,0,85,80,,,,,,,,
05-07-2021,13-00,11.4,174,0.94,3230,0,0,82,89,,,,,,,,
05-07-2021,14-00,11.4,174,0.94,3230,0,0,82,89,,,,,,,,
05-07-2021,15-00,11.3,174,0.94,3201,0,0,82,89,,,,,,,,
05-07-2021,16-00,11.7,172,0.94,3276,0,0,82,91,,,,,,,,
05-07-2021,17-00,11.8,170,0.94,3266,0,0,82,91,,,,,,,,
05-07-2021,18-00,11.6,166,0.94,3135,0,0,82,91,,,,,,,,
05-07-2021,19-00,11.6,58,0.94,1095,0,0,79,95,,,,,,,,
05-07-2021,20-00,11.7,56,0.94,1067,0,0,79,95,,,,,,,,
05-07-2021,21-00,11.6,54,0.94,1020,0,0,79,95,,,,,,,,
05-07-2021,22-00,11.7,52,0.94,991,0,0,79,93,,,,,,,,
05-07-2021,23-00,11.6,48,0.94,907,0,0,79,93,,,,,,,,
05-07-2021,00-00,11.6,45,0.94,850,0,0,79,93,,,,,,,,
06-07-2021,01-00,11.5,97,0.93,1797,0,0,85,84,,,,,,,,
06-07-2021,02-00,11.5,97,0.93,1797,0,0,85,84,,,,,,,,
06-07-2021,03-00,11.5,97,0.93,1797,0,0,85,84,,,,,,,,
06-07-2021,04-00,11.5,108,0.93,2001,0,0,91,56,,,,,,,,
06-07-2021,05-00,11.4,143,0.93,2626,0,0,91,56,,,,,,,,
06-07-2021,06-00,11.3,174,0.93,3167,0,0,91,56,,,,,,,,
06-07-2021,07-00,11.4,200,0.93,3673,0,0,96,42,,,,,,,,
06-07-2021,08-00,11.4,200,0.93,3673,0,0,96,42,,,,,,,,
06-07-2021,09-00,11.4,200,0.93,3673,0,0,96,42,,,,,,,,
06-07-2021,10-00,11.6,198,0.93,3700,0,0,90,53,,,,,,,,
06-07-2021,11-00,11.7,190,0.93,3581,0,0,90,53,,,,,,,,
06-07-2021,12-00,11.7,180,0.93,3392,0,0,90,53,,,,,,,,
06-07-2021,13-00,11.7,178,0.93,3355,0,0,84,90,,,,,,,,
06-07-2021,14-00,11.5,175,0.93,3242,0,0,84,90,,,,,,,,
06-07-2021,15-00,11.4,175,0.93,3214,0,0,84,90,,,,,,,,
06-07-2021,16-00,11.4,175,0.93,3214,0,0,83,89,,,,,,,,
06-07-2021,17-00,11.2,178,0.93,3211,0,0,83,89,,,,,,,,
06-07-2021,18-00,11.8,157,0.93,2984,0,0,83,89,,,,,,,,
06-07-2021,19-00,11.8,52,0.93,988,0,0,81,91,,,,,,,,
06-07-2021,20-00,11.8,59,0.93,1121,0,0,81,91,,,,,,,,
06-07-2021,21-00,11.7,56,0.93,1055,0,0,81,91,,,,,,,,
06-07-2021,22-00,11.7,50,0.93,942,0,0,82,93,,,,,,,,
06-07-2021,23-00,11.6,48,0.93,897,0,0,82,93,,,,,,,,
06-07-2021,00-00,11.6,48,0.93,897,0,0,82,93,,,,,,,,
07-07-2021,01-00,11.4,101,0.93,1855,0,0,86,77,,,,,,,,
07-07-2021,02-00,11.4,101,0.93,1855,0,0,86,77,,,,,,,,
07-07-2021,03-00,11.4,101,0.93,1855,0,0,86,77,,,,,,,,
07-07-2021,04-00,11.2,113,0.93,2039,0,0,93,56,,,,,,,,
07-07-2021,05-00,11.2,145,0.93,2616,0,0,93,56,,,,,,,,
07-07-2021,06-00,11.1,173,0.93,3093,0,0,93,56,,,,,,,,
07-07-2021,07-00,11.3,206,0.93,3750,0,0,95,47,,,,,,,,
07-07-2021,08-00,11.3,222,0.93,4041,0,0,95,47,,,,,,,,
07-07-2021,09-00,11.5,211,0.93,3909,0,0,95,47,,,,,,,,
07-07-2021,10-00,11.4,205,0.93,3764,0,0,90,71,,,,,,,,
07-07-2021,11-00,11.6,195,0.93,3644,0,0,90,71,,,,,,,,
07-07-2021,12-00,11.6,189,0.93,3532,0,0,90,71,,,,,,,,
07-07-2021,13-00,11.7,179,0.93,3374,0,0,85,75,1,,,,,,,
07-07-2021,14-00,11.3,173,0.93,3149,0,0,85,75,,,,,,,,
07-07-2021,15-00,11.3,179,0.93,3258,0,0,85,75,,,,,,,,
07-07-2021,16-00,11.7,185,0.93,3487,0,0,85,82,,,,,,,,
07-07-2021,17-00,11.7,164,0.93,3091,0,0,85,82,,,,,,,,
07-07-2021,18-00,11.8,144,0.93,2737,0,0,85,82,,,,,,,,
07-07-2021,19-00,11.5,62,0.93,1149,0,0,82,92,,,,,,,,
07-07-2021,20-00,11.5,60,0.93,1111,0,0,82,92,,,,,,,,
07-07-2021,21-00,11.5,56,0.93,1037,0,0,82,92,,,,,,,,
07-07-2021,22-00,11.6,50,0.93,934,0,0,78,96,,,,,,,,
07-07-2021,23-00,11.6,48,0.93,897,0,0,78,96,,,,,,,,
07-07-2021,00-00,11.6,44,0.93,822,0,0,78,96,,,,,,,,
08-07-2021,01-00,11.5,98,0.93,1815,0,0,77,95,,,,,,,,
08-07-2021,02-00,11.5,98,0.93,1815,0,0,77,95,,,,,,,,
08-07-2021,03-00,11.5,98,0.93,1815,0,0,77,95,,,,,,,,
08-07-2021,04-00,11.3,98,0.93,1784,0,0,84,83,,,,,,,,
08-07-2021,05-00,11.3,110,0.93,2002,0,0,84,83,,,,,,,,
08-07-2021,06-00,11.1,147,0.93,2628,0,0,84,83,,,,,,,,
08-07-2021,07-00,11.5,262,0.93,4853,0,0,85,85,,,,,,,,
08-07-2021,08-00,11.5,200,0.93,3705,0,0,85,85,,,,,,,,
08-07-2021,09-00,11.5,199,0.93,3686,0,0,85,85,,,,,,,,
08-07-2021,10-00,11.7,187,0.93,3524,0,0,84,86,,,,,,,,
08-07-2021,11-00,11.8,187,0.93,3554,0,0,84,86,,,,,,,,
08-07-2021,12-00,11.6,285,0.93,5325,0,0,84,86,,,,,,,,
08-07-2021,13-00,11.6,180,0.93,3363,0,0,82,87,,,,,,,,
08-07-2021,14-00,11.5,175,0.93,3242,0,0,82,87,,,,,,,,
08-07-2021,15-00,11.5,172,0.93,3186,0,0,82,87,,,,,,,,
08-07-2021,16-00,11.5,160,0.93,2964,0,0,81,89,,,,,,,,
08-07-2021,17-00,11.6,165,0.93,3083,0,0,81,89,,,,,,,,
08-07-2021,18-00,11.8,170,0.93,3231,0,0,81,89,,,,,,,,
08-07-2021,19-00,11.5,60,0.93,1111,0,0,78,95,,,,,,,,
08-07-2021,20-00,11.6,54,0.93,1009,0,0,78,95,,,,,,,,
08-07-2021,21-00,11.6,52,0.93,972,0,0,78,95,,,,,,,,
08-07-2021,22-00,11.6,48,0.93,897,0,0,81,91,,,,,,,,
08-07-2021,23-00,11.6,44,0.93,822,0,0,81,91,,,,,,,,
08-07-2021,00-00,11.6,40,0.93,747,0,0,81,91,,,,,,,,
09-07-2021,01-00,11.4,98,0.92,1780,0,0,81,89,,,,,,,,
09-07-2021,02-00,11.4,98,0.92,1780,0,0,81,89,,,,,,,,
09-07-2021,03-00,11.4,98,0.92,1780,0,0,81,89,,,,,,,,
09-07-2021,04-00,11.4,98,0.92,1780,0,0,84,76,,,,,,,,
09-07-2021,05-00,11.3,152,0.92,2737,0,0,84,76,,,,,,,,
09-07-2021,06-00,11.2,185,0.92,3302,0,0,84,76,,,,,,,,
09-07-2021,07-00,11.4,222,0.92,4033,0,0,89,62,,,,,,,,
09-07-2021,08-00,11.4,212,0.92,3851,0,0,89,62,,,,,,,,
09-07-2021,09-00,11.6,212,0.92,3919,0,0,89,62,,,,,,,,
09-07-2021,10-00,11.8,210,0.92,3949,0,0,88,59,,,,,,,,
09-07-2021,11-00,11.8,204,0.92,3836,0,0,88,59,,,,,,,,
09-07-2021,12-00,11.4,196,0.92,3560,0,0,88,59,,,,,,,,
09-07-2021,13-00,11.4,184,0.92,3342,0,0,82,80,,,,,,,,
09-07-2021,14-00,11.5,176,0.92,3225,0,0,82,80,,,,,,,,
09-07-2021,15-00,11.6,175,0.92,3235,0,0,82,80,,,,,,,,
