DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
01-01-2021,01-00,11.6,102,0.96,1967,0,1,65,90,,,,,,Nov-Feb,Winter,1
01-01-2021,02-00,11.6,102,0.96,1967,0,1,65,90,,,,,,Mar-Jun,Summer,2
01-01-2021,03-00,11.6,102,0.96,1967,0,1,65,90,,,,,,,,
01-01-2021,04-00,11.3,130,0.96,2443,0,1,78,49,,,,,,Weekend,1,
01-01-2021,05-00,11.2,148,0.96,2756,0,1,78,49,,,,,,Weekday,0,
01-01-2021,06-00,11.2,172,0.96,3203,0,1,78,49,,,,,,Missing Values,66,
01-01-2021,07-00,11.5,218,0.96,4169,0,1,83,34,,,,,,,,
01-01-2021,08-00,11.2,274,0.96,5103,0,1,83,34,,,,,,,,
01-01-2021,09-00,11.2,280,0.96,5214,0,1,83,34,,,,,,,,
01-01-2021,10-00,11.5,254,0.96,4857,0,1,81,42,,,,,,,,
01-01-2021,11-00,11.5,254,0.96,4857,0,1,81,42,,,,,,,,
01-01-2021,12-00,11.5,243,0.96,4647,0,1,81,42,,,,,,,,
01-01-2021,13-00,11.6,231,0.96,4456,0,1,71,42,,,,,,,,
01-01-2021,14-00,11.8,214,0.96,4199,0,1,71,87,,,,,,,,
01-01-2021,15-00,11.8,205,0.96,4022,0,1,71,87,,,,,,,,
01-01-2021,16-00,11.7,215,0.96,4183,0,1,67,87,,,,,,,,
01-01-2021,17-00,11.5,194,0.96,3710,0,1,67,87,,,,,,,,
01-01-2021,18-00,11.7,44,0.96,856,0,1,67,87,,,,,,,,
01-01-2021,19-00,11.8,42,0.96,824,0,1,66,88,,,,,,,,
01-01-2021,20-00,11.8,39,0.96,765,0,1,66,88,,,,,,,,
01-01-2021,21-00,11.8,30,0.96,589,0,1,66,88,,,,,,,,
01-01-2021,22-00,11.8,25,0.96,491,0,1,62,89,,,,,,,,
01-01-2021,23-00,11.8,22,0.96,432,0,1,62,89,,,,,,,,
01-01-2021,00-00,11.8,21,0.96,412,0,1,62,89,,,,,,,,
02-01-2021,01-00,11.7,95,0.95,1829,0,1,65,90,,,,,,,,
02-01-2021,02-00,11.7,95,0.95,1829,0,1,65,90,,,,,,,,
02-01-2021,03-00,11.7,95,0.95,1829,0,1,65,90,,,,,,,,
02-01-2021,04-00,11.5,100,0.95,1892,0,1,78,48,,,,,,,,
02-01-2021,05-00,11.4,135,0.95,2532,0,1,78,48,,,,,,,,
02-01-2021,06-00,11.3,162,0.95,3012,0,1,78,48,,,,,,,,
02-01-2021,07-00,11.5,213,0.95,4031,0,1,83,32,,,,,,,,
02-01-2021,08-00,11.3,257,0.95,4779,0,1,83,32,,,,,,,,
02-01-2021,09-00,11.3,258,0.95,4797,0,1,83,32,,,,,,,,
02-01-2021,10-00,11.3,262,0.95,4872,0,1,80,38,,,,,,,,
02-01-2021,11-00,11.5,260,0.95,4920,0,1,80,38,,,,,,,,
02-01-2021,12-00,11.6,256,0.95,4886,0,1,80,38,,,,,,,,
02-01-2021,13-00,11.9,221,0.95,4327,0,1,71,73,,,,,,,,
02-01-2021,14-00,11.6,225,0.95,4295,0,1,71,73,,,,,,,,
02-01-2021,15-00,11.7,222,0.95,4274,0,1,71,73,,,,,,,,
02-01-2021,16-00,11.7,208,0.95,4004,0,1,67,88,,,,,,,,
02-01-2021,17-00,11.9,190,0.95,3720,0,1,67,88,,,,,,,,
02-01-2021,18-00,11.7,46,0.95,886,0,1,67,88,,,,,,,,
02-01-2021,19-00,11.8,43,0.95,835,0,1,66,88,,,,,,,,
02-01-2021,20-00,11.8,40,0.95,777,0,1,66,88,,,,,,,,
02-01-2021,21-00,11.8,34,0.95,660,0,1,66,88,,,,,,,,
02-01-2021,22-00,11.8,26,0.95,505,0,1,62,89,,,,,,,,
02-01-2021,23-00,11.8,23,0.95,447,0,1,62,89,,,,,,,,
02-01-2021,00-00,11.6,114,0.95,2176,0,1,62,89,,,,,,,,
03-01-2021,01-00,11.8,114,0.96,2237,1,1,65,92,,,,,,,,
03-01-2021,02-00,11.8,114,0.96,2237,1,1,65,92,,,,,,,,
03-01-2021,03-00,11.8,120,0.96,2354,1,1,65,92,,,,,,,,
03-01-2021,04-00,11.8,128,0.96,2511,1,1,77,52,,,,,,,,
03-01-2021,05-00,11.8,143,0.96,2806,1,1,77,52,,,,,,,,
03-01-2021,06-00,11.5,168,0.96,3212,1,1,77,52,,,,,,,,
03-01-2021,07-00,11.6,233,0.96,4494,1,1,82,33,,,,,1,,,
03-01-2021,08-00,11.4,290,0.96,5497,1,1,82,33,,,,,1,,,
03-01-2021,09-00,11.3,266,0.96,4998,1,1,82,33,1,,,,,,,
03-01-2021,10-00,11.4,279,0.96,5289,1,1,80,41,,,,,,,,
03-01-2021,11-00,11.4,272,0.96,5156,1,1,80,41,,,,,,,,
03-01-2021,12-00,11.7,266,0.96,5175,1,1,80,41,,,,,,,,
03-01-2021,13-00,11.8,254,0.96,4984,1,1,71,76,,,,,,,,
03-01-2021,14-00,11.8,254,0.96,4984,1,1,71,76,,,,,,,,
03-01-2021,15-00,11.8,242,0.96,4748,1,1,71,76,,,,,,,,
03-01-2021,16-00,11.2,230,0.96,4283,1,1,68,85,,,,,,,,
03-01-2021,17-00,11.5,181,0.96,3461,1,1,68,85,,,,,,,,
03-01-2021,18-00,11.6,43,0.96,829,1,1,68,85,,,,,,,,
03-01-2021,19-00,11.7,43,0.96,837,1,1,64,89,,,,,,,,
03-01-2021,20-00,11.7,39,0.96,759,1,1,64,89,,,,,,,,
03-01-2021,21-00,11.7,35,0.96,681,1,1,64,89,,,,,,,,
03-01-2021,22-00,11.8,29,0.96,569,1,1,67,88,,,,,,,,
03-01-2021,23-00,11.8,22,0.96,432,1,1,67,88,,,,,,,,
03-01-2021,00-00,11.8,22,0.96,432,1,1,67,88,,,,,,,,
04-01-2021,01-00,11.8,114,0.97,2260,0,1,68,88,,,,,,,,
04-01-2021,02-00,11.8,114,0.97,2260,0,1,68,88,,,,,,,,
04-01-2021,03-00,11.8,114,0.97,2260,0,1,68,88,,,,,,,,
04-01-2021,04-00,11.7,130,0.97,2555,0,1,77,54,,,,,,,,
04-01-2021,05-00,11.6,146,0.97,2845,0,1,77,54,,,,,,,,
04-01-2021,06-00,11.5,159,0.97,3072,0,1,77,54,,,,,,,,
04-01-2021,07-00,11.6,250,0.97,4872,0,1,83,32,,,,,,,,
04-01-2021,08-00,11.6,262,0.97,5106,0,1,83,32,,,,,,,,
04-01-2021,09-00,11.6,262,0.97,5106,0,1,83,32,,,,,,,,
04-01-2021,10-00,11.6,269,0.97,5243,0,1,80,35,,,,,,,,
04-01-2021,11-00,11.8,250,0.97,4956,0,1,80,35,,,,,,,,
04-01-2021,12-00,11.7,227,0.97,4462,0,1,80,35,,,,,,,,
04-01-2021,13-00,11.7,220,0.97,4325,0,1,72,70,,,,,,,,
04-01-2021,14-00,11.4,210,0.97,4022,0,1,72,70,,,,,,,,
04-01-2021,15-00,11.4,220,0.97,4214,0,1,72,70,,,1,,,,,
04-01-2021,16-00,11.2,226,0.97,4253,0,1,68,83,,,,,,,,
04-01-2021,17-00,11.3,218,0.97,4139,0,1,68,83,,,,,,,,
04-01-2021,18-00,11.6,42,0.97,819,0,1,68,83,,,,,,,,
04-01-2021,19-00,11.6,42,0.97,819,0,1,66,88,,,,,,,,
04-01-2021,20-00,11.8,41,0.97,813,0,1,66,88,,,,,,,,
04-01-2021,21-00,11.8,33,0.97,654,0,1,66,88,,,,,,,,
04-01-2021,22-00,11.8,26,0.97,515,0,1,63,87,,,,,,,,
04-01-2021,23-00,11.8,23,0.97,456,0,1,63,87,,,,,,,,
04-01-2021,00-00,11.7,106,0.97,2084,0,1,63,87,,,,,,,,
05-01-2021,01-00,11.7,106,0.96,2062,0,1,66,90,,,,,,,,
05-01-2021,02-00,11.7,106,0.96,2062,0,1,66,90,,,,,,,,
05-01-2021,03-00,11.7,106,0.96,2062,0,1,66,90,,,,,,,,
05-01-2021,04-00,11.5,120,0.96,2295,0,1,80,40,,,,,,,,
05-01-2021,05-00,11.4,143,0.96,2711,0,1,80,40,,,,,,,,
05-01-2021,06-00,11.8,162,0.96,3179,0,1,80,40,,,,,,,,
05-01-2021,07-00,11.3,230,0.96,4322,0,1,83,32,,,,,,,,
05-01-2021,08-00,11.4,271,0.96,5137,0,1,83,32,,,,,,,,
05-01-2021,09-00,11.4,284,0.96,5383,0,1,83,32,,,,,,,,
05-01-2021,10-00,11.6,244,0.96,4706,0,1,81,38,,,,,,,,
05-01-2021,11-00,11.6,253,0.96,4880,0,1,81,38,,,,,,,,
05-01-2021,12-00,11.6,249,0.96,4803,0,1,81,38,,,,,,,,
05-01-2021,13-00,11.7,241,0.96,4689,0,1,72,69,,,,,,,,
05-01-2021,14-00,11.7,234,0.96,4552,0,1,72,69,,,,,,,,
05-01-2021,15-00,11.7,234,0.96,4552,0,1,72,69,,,,,,,,
05-01-2021,16-00,11.8,223,0.96,4375,0,1,71,78,,,,,,,,
05-01-2021,17-00,11.7,205,0.96,3988,0,1,71,78,,,,,,,,
05-01-2021,18-00,11.6,41,0.96,791,0,1,71,78,,,,,,,,
05-01-2021,19-00,11.6,43,0.96,829,0,1,65,88,,,,,,,,
05-01-2021,20-00,11.6,41,0.96,791,0,1,65,88,,,,,,,,
05-01-2021,21-00,11.7,32,0.96,623,0,1,65,88,,,,,,,,
05-01-2021,22-00,11.7,26,0.96,506,0,1,69,85,,,,,,,,
05-01-2021,23-00,11.7,26,0.96,506,0,1,69,85,,,,,,,,
05-01-2021,00-00,11.6,106,0.96,2045,0,1,69,85,,,,,,,,
06-01-2021,01-00,11.6,106,0.94,2002,0,1,73,86,,,,,,,,
06-01-2021,02-00,11.6,106,0.94,2002,0,1,73,86,,,,,,,,
06-01-2021,03-00,11.6,106,0.94,2002,0,1,73,86,,,,,,,,
06-01-2021,04-00,11.4,117,0.94,2172,0,1,80,56,,,,,,,,
06-01-2021,05-00,11.1,139,0.94,2512,0,1,80,56,,,,,,,,
06-01-2021,06-00,11.3,186,0.94,3422,0,1,80,56,,,,,,,,
06-01-2021,07-00,11.4,241,0.94,4473,0,1,81,55,,,,,,,,
06-01-2021,08-00,11.4,271,0.94,5030,0,1,81,55,,,,,,,,
06-01-2021,09-00,11.4,276,0.94,5123,0,1,81,55,,,,,,,,
06-01-2021,10-00,11.6,265,0.94,5005,0,1,80,59,,,,,,,,
06-01-2021,11-00,11.6,257,0.94,4854,0,1,80,59,,,,,,,,
06-01-2021,12-00,11.6,257,0.94,4854,0,1,80,59,,,,,,,,
06-01-2021,13-00,11.6,249,0.94,4703,0,1,76,74,,,,,,,,
06-01-2021,14-00,11.8,191,0.94,3669,0,1,76,74,,,,,,,,
06-01-2021,15-00,11.6,182,0.94,3437,0,1,76,74,,,,,,,,
06-01-2021,16-00,11.6,182,0.94,3437,0,1,74,79,,,,,,,,
06-01-2021,17-00,11.8,191,0.94,3669,0,1,74,79,,,,,,,,
06-01-2021,18-00,11.8,40,0.94,768,0,1,74,79,,,,,,,,
06-01-2021,19-00,11.8,40,0.94,768,0,1,70,83,,,,,,,,
06-01-2021,20-00,11.8,39,0.94,749,0,1,70,83,,,,,,,,
06-01-2021,21-00,11.8,32,0.94,615,0,1,70,83,,,,,,,,
06-01-2021,22-00,11.8,26,0.94,500,0,1,72,89,,,,,,,,
06-01-2021,23-00,11.8,26,0.94,500,0,1,72,89,,,,,,,,
06-01-2021,00-00,11.8,97,0.94,1864,0,1,72,89,,,,,,,,
07-01-2021,01-00,11.8,97,0.98,1943,0,1,71,89,,,,,,,,
07-01-2021,02-00,11.8,97,0.98,1943,0,1,71,89,,,,,,,,
07-01-2021,03-00,11.8,97,0.98,1943,0,1,71,89,,,,,,,,
07-01-2021,04-00,11.8,97,0.98,1943,0,1,72,87,,,,,,,,
07-01-2021,05-00,11.7,117,0.98,2324,0,1,72,87,,,,,,,,
07-01-2021,06-00,11.6,167,0.98,3288,0,1,72,87,,,,,,,,
07-01-2021,07-00,11.5,215,0.98,4197,0,1,77,68,,,,,,,,
07-01-2021,08-00,11.5,243,0.98,4743,0,1,77,68,,,,,,,,
07-01-2021,09-00,11.5,239,0.98,4665,0,1,77,68,,,,,,,,
07-01-2021,10-00,11.5,241,0.98,4704,0,1,78,67,,,,,,,,
07-01-2021,11-00,11.7,224,0.98,4449,0,1,78,67,,,,,,,,
07-01-2021,12-00,11.3,100,0.98,1918,0,1,78,67,,,,,,,,
07-01-2021,13-00,11.6,175,0.98,3446,0,1,74,79,,,,,,,,
07-01-2021,14-00,11.5,180,0.98,3514,0,1,74,79,,,,,,,,
07-01-2021,15-00,11.6,170,0.98,3347,0,1,74,79,,,,,,,,
07-01-2021,16-00,11.7,175,0.98,3475,0,1,73,83,,,1,,,,,
07-01-2021,17-00,11.7,166,0.98,3297,0,1,73,83,,,,,,,,
07-01-2021,18-00,11.7,42,0.98,834,0,1,73,83,,,,,,,,
07-01-2021,19-00,11.8,44,0.98,881,0,1,73,84,,,,,,,,
07-01-2021,20-00,11.8,44,0.98,881,0,1,73,84,,,,,,,,
07-01-2021,21-00,11.8,38,0.98,761,0,1,73,84,,,,,,,,
07-01-2021,22-00,11.8,30,0.98,601,0,1,72,86,,,,,,,,
07-01-2021,23-00,11.8,27,0.98,541,0,1,72,86,,,,,,,,
07-01-2021,00-00,11.8,94,0.98,1883,0,1,72,86,,,,,,,,
08-01-2021,01-00,11.8,94,0.97,1864,0,1,74,89,,,,,,,,
08-01-2021,02-00,11.8,94,0.97,1864,0,1,74,89,,,,,,,,
08-01-2021,03-00,11.8,94,0.97,1864,0,1,74,89,,,,,,,,
08-01-2021,04-00,11.8,94,0.97,1864,0,1,81,47,,,,,,,,
08-01-2021,05-00,11.5,134,0.97,2589,0,1,81,47,,,,,,,,
08-01-2021,06-00,11.5,162,0.97,3130,0,1,81,47,,,,,,,,
08-01-2021,07-00,11.5,220,0.97,4251,0,1,85,32,,,,,,,,
08-01-2021,08-00,11.6,259,0.97,5048,0,1,85,32,,,,,,,,
08-01-2021,09-00,11.6,250,0.97,4872,0,1,85,32,,,,,,,,
08-01-2021,10-00,11.8,259,0.97,5135,0,1,83,35,,,,,,,,
08-01-2021,11-00,11.9,219,0.97,4378,0,1,83,35,,,,,,,,
08-01-2021,12-00,11.6,210,0.97,4093,0,1,83,35,,,,,,,,
08-01-2021,13-00,11.6,211,0.97,4112,0,1,75,69,,,,,,,,
08-01-2021,14-00,11.3,207,0.97,3930,0,1,75,69,,,,,,,,
08-01-2021,15-00,11.3,207,0.97,3930,0,1,75,69,,,,,,,,
08-01-2021,16-00,11.3,206,0.97,3911,0,1,72,84,,,,,,,,
08-01-2021,17-00,11.3,204,0.97,3873,0,1,72,84,,,,,,,,
08-01-2021,18-00,11.8,45,0.97,892,0,1,72,84,,,,,,,,
08-01-2021,19-00,11.8,47,0.97,932,0,1,72,84,,,,,,,,
08-01-2021,20-00,11.8,46,0.97,912,0,1,72,84,,,,,,,,
08-01-2021,21-00,11.8,45,0.97,892,0,1,72,84,,,,,,,,
08-01-2021,22-00,11.8,40,0.97,793,0,1,64,87,,,,,,,,
08-01-2021,23-00,11.8,36,0.97,714,0,1,64,87,,,,,,,,
08-01-2021,00-00,11.8,96,0.97,1903,0,1,64,87,,,,,,,,
09-01-2021,01-00,11.8,100,0.97,1983,0,1,67,90,,,,,,,,
09-01-2021,02-00,11.8,100,0.97,1983,0,1,67,90,,,,,,,,
09-01-2021,03-00,11.8,102,0.97,2022,0,1,67,90,,,,,,,,
09-01-2021,04-00,11.7,103,0.97,2025,0,1,81,30,,,,,,,,
09-01-2021,05-00,11.4,136,0.97,2605,0,1,81,30,,,,,,,,
09-01-2021,06-00,11.2,198,0.97,3726,0,1,81,30,,,,,,,,
09-01-2021,07-00,11.4,238,0.97,4558,0,1,87,22,,,,,,,,
09-01-2021,08-00,11.4,268,0.97,5133,0,1,87,22,,,,,,,,
09-01-2021,09-00,11.5,284,0.97,5487,0,1,87,22,,,,,,,,
09-01-2021,10-00,11.5,248,0.97,4792,0,1,84,25,1,,,,,,,
09-01-2021,11-00,11.7,234,0.97,4600,0,1,84,25,1,,,,,,,
09-01-2021,12-00,11.5,281,0.97,5429,0,1,84,25,,,,,,,,
09-01-2021,13-00,11.2,279,0.97,5250,0,1,73,59,,,,,,,,
09-01-2021,14-00,11.4,276,0.97,5286,0,1,73,59,,,,,,,,
09-01-2021,15-00,11.4,271,0.97,5190,0,1,73,59,,,,,,,,
09-01-2021,16-00,11.4,271,0.97,5190,0,1,69,78,,,,,,,,
09-01-2021,17-00,11.6,271,0.97,5282,0,1,69,78,,,,,,,,
09-01-2021,18-00,11.5,168,0.97,3246,0,1,69,78,,,,,,,,
09-01-2021,19-00,11.7,131,0.97,2575,0,1,69,87,,,,,,,,
09-01-2021,20-00,11.8,118,0.97,2339,0,1,69,87,,,,,,,,
09-01-2021,21-00,11.9,105,0.97,2099,0,1,69,87,,,,,,,,
09-01-2021,22-00,11.8,102,0.97,2022,0,1,64,86,,,,,,,,
09-01-2021,23-00,11.8,102,0.97,2022,0,1,64,86,,,,,,,,
09-01-2021,00-00,11.8,100,0.97,1983,0,1,64,86,,,,,,,,
10-01-2021,01-00,11.8,98,0.96,1923,1,1,67,87,,,,,,,,
10-01-2021,02-00,11.8,98,0.96,1923,1,1,67,87,,,,,,,,
10-01-2021,03-00,11.8,98,0.96,1923,1,1,67,87,,,,,,,,
10-01-2021,04-00,11.8,98,0.96,1923,1,1,82,36,,,,,,,,
10-01-2021,05-00,11.6,143,0.96,2758,1,1,82,36,,,,,,,,
10-01-2021,06-00,11.2,186,0.96,3464,1,1,82,36,,,,,,,,
10-01-2021,07-00,11.7,211,0.96,4105,1,1,88,25,,,,,,,,
10-01-2021,08-00,11.4,274,0.96,5194,1,1,88,25,,,,,,,,
10-01-2021,09-00,11.3,276,0.96,5186,1,1,88,25,,,,,,,,
10-01-2021,10-00,11.6,102,0.96,1967,1,1,84,26,,,,,,,,
10-01-2021,11-00,11.2,104,0.96,1937,1,1,84,26,,,,,,,,
10-01-2021,12-00,11.6,255,0.96,4918,1,1,84,26,,,,,,,,
10-01-2021,13-00,11.6,273,0.96,5266,1,1,74,61,,,,,,,,
10-01-2021,14-00,11.2,288,0.96,5363,1,1,74,61,,,,,,,,
10-01-2021,15-00,11.5,233,0.96,4455,1,1,74,61,1,,,,,,,
10-01-2021,16-00,11.2,272,0.96,5065,1,1,71,76,,,,,,,,
10-01-2021,17-00,11.3,258,0.96,4848,1,1,71,76,,,,,,,,
10-01-2021,18-00,11.7,166,0.96,3229,1,1,71,76,,,,,,,,
10-01-2021,19-00,11.8,45,0.96,883,1,1,65,86,,,,,,,,
10-01-2021,20-00,11.8,46,0.96,903,1,1,65,86,,,,,,,,
10-01-2021,21-00,11.8,45,0.96,883,1,1,65,86,,,,,,,,
10-01-2021,22-00,11.8,35,0.96,687,1,1,65,88,,,,,,,,
10-01-2021,23-00,11.8,27,0.96,530,1,1,65,88,,,,,,,,
10-01-2021,00-00,11.8,99,0.96,1942,1,1,65,88,,,,,,,,
11-01-2021,01-00,11.8,99,0.97,1963,0,1,68,87,,,,,,,,
11-01-2021,02-00,11.8,99,0.97,1963,0,1,68,87,,,,,,,,
11-01-2021,03-00,11.8,99,0.97,1963,0,1,68,87,,,,,,,,
11-01-2021,04-00,11.8,99,0.97,1963,0,1,79,49,,,,,,,,
11-01-2021,05-00,11.6,150,0.97,2923,0,1,79,49,,,,,,,,
11-01-2021,06-00,11.4,175,0.97,3352,0,1,79,49,,,,,,,,
11-01-2021,07-00,11.6,228,0.97,4444,0,1,85,27,,,,,,,,
11-01-2021,08-00,11.2,280,0.97,5269,0,1,85,27,,,,,,,,
11-01-2021,09-00,11.2,295,0.97,5551,0,1,85,27,,,,,,,,
11-01-2021,10-00,11.3,237,0.97,4499,0,1,83,43,,,,,,,,
11-01-2021,11-00,11.5,249,0.97,4811,0,1,83,43,,,,,,,,
11-01-2021,12-00,11.5,248,0.97,4792,0,1,83,43,,,,,,,,
11-01-2021,13-00,11.7,233,0.97,4580,0,1,73,71,,,,,,,,
11-01-2021,14-00,11.5,215,0.97,4154,0,1,73,71,,,,,,,,
11-01-2021,15-00,11.5,252,0.97,4869,0,1,73,71,1,,,,,,,
11-01-2021,16-00,11.5,227,0.97,4386,0,1,71,76,,,,,,,,
11-01-2021,17-00,11.3,226,0.97,4291,0,1,71,76,,,,,,,,
11-01-2021,18-00,11.8,159,0.97,3152,0,1,71,76,,,,,,,,
11-01-2021,19-00,11.8,48,0.97,952,0,1,68,83,,,,,,,,
11-01-2021,20-00,11.8,42,0.97,833,0,1,68,83,,,,,,,,
11-01-2021,21-00,11.8,41,0.97,813,0,1,68,83,,,,,,,,
11-01-2021,22-00,11.8,33,0.97,654,0,1,67,88,,,,,,,,
11-01-2021,23-00,11.8,26,0.97,515,0,1,67,88,,,,,,,,
11-01-2021,00-00,11.8,100,0.97,1983,0,1,67,88,,,,,,,,
12-01-2021,01-00,11.8,100,0.97,1983,0,1,68,92,,,,,,,,
12-01-2021,02-00,11.6,102,0.97,1988,0,1,68,92,,,,,,,,
12-01-2021,03-00,11.6,105,0.97,2046,0,1,68,92,,,,,,,,
12-01-2021,04-00,11.5,107,0.97,2067,0,1,77,56,,,,,,,,
12-01-2021,05-00,11.4,158,0.97,3026,0,1,77,56,,,,,,,,
12-01-2021,06-00,11.2,181,0.97,3406,0,1,77,56,,,,,,,,
12-01-2021,07-00,11.5,223,0.97,4309,0,1,82,44,,,,,,,,
12-01-2021,08-00,11.2,268,0.97,5043,0,1,82,44,,,,,,,,
12-01-2021,09-00,11.3,289,0.97,5487,0,1,82,44,,,,,,,,
12-01-2021,10-00,11.4,241,0.97,4616,0,1,81,54,,,,,,,,
12-01-2021,11-00,11.4,248,0.97,4750,0,1,81,54,,,,,,,,
12-01-2021,12-00,11.6,243,0.97,4736,0,1,81,54,,,,,,,,
12-01-2021,13-00,11.6,243,0.97,4736,0,1,69,78,,,,,,,,
12-01-2021,14-00,11.6,232,0.97,4521,0,1,69,78,,,,,,,,
12-01-2021,15-00,11.7,232,0.97,4560,0,1,69,78,,,,,,,,
12-01-2021,16-00,11.8,226,0.97,4480,0,1,70,83,,,,,,,,
12-01-2021,17-00,11.8,212,0.97,4203,0,1,70,83,,,,,,,,
12-01-2021,18-00,11.8,43,0.97,852,0,1,70,83,,,,,,,,
12-01-2021,19-00,11.8,42,0.97,833,0,1,69,85,,,,,,,,
12-01-2021,20-00,11.8,40,0.97,793,0,1,69,85,,,,,,,,
12-01-2021,21-00,11.8,37,0.97,734,0,1,69,85,,,,,,,,
12-01-2021,22-00,11.8,31,0.97,615,0,1,66,88,,,,,,,,
12-01-2021,23-00,11.8,27,0.97,535,0,1,66,88,,,,,,,,
12-01-2021,00-00,11.8,27,0.97,535,0,1,66,88,,,,,,,,
13-01-2021,01-00,11.7,99,0.97,1946,0,1,70,87,,,,,,,,
13-01-2021,02-00,11.7,99,0.97,1946,0,1,70,87,,,,,,,,
13-01-2021,03-00,11.7,99,0.97,1946,0,1,70,87,,,,,,,,
13-01-2021,04-00,11.6,108,0.97,2105,0,1,76,63,,,,,,,,
13-01-2021,05-00,11.6,115,0.97,2241,0,1,76,63,,,,,,,,
13-01-2021,06-00,11.5,193,0.97,3729,0,1,76,63,,,,,,,,
13-01-2021,07-00,11.4,257,0.97,4922,0,1,81,48,,,,,,,,
13-01-2021,08-00,11.4,280,0.97,5363,0,1,81,48,,,,,,,,
13-01-2021,09-00,11.4,287,0.97,5497,0,1,81,48,,,,,,,,
13-01-2021,10-00,11.4,287,0.97,5497,0,1,84,32,,,,,,,,
13-01-2021,11-00,11.4,278,0.97,5325,0,1,84,32,,,,,,,,
13-01-2021,12-00,11.5,253,0.97,4888,0,1,84,32,,,,,,,,
13-01-2021,13-00,11.5,243,0.97,4695,0,1,82,71,,,,,,,,
13-01-2021,14-00,11.5,243,0.97,4695,0,1,82,71,,,,,,,,
13-01-2021,15-00,11.5,237,0.97,4579,0,1,82,71,,,,,,,,
13-01-2021,16-00,11.5,233,0.97,4502,0,1,71,82,,,,,,,,
13-01-2021,17-00,11.8,192,0.97,3806,0,1,71,82,,,,,,,,
13-01-2021,18-00,11.8,41,0.97,813,0,1,71,82,,,,,,,,
13-01-2021,19-00,11.8,42,0.97,833,0,1,69,88,,,,,,,,
13-01-2021,20-00,11.8,39,0.97,773,0,1,69,88,,,,,,,,
13-01-2021,21-00,11.8,35,0.97,694,0,1,69,88,,,,,,,,
13-01-2021,22-00,11.8,28,0.97,555,0,1,64,86,,,,,,,,
13-01-2021,23-00,11.8,28,0.97,555,0,1,64,86,,,,,,,,
13-01-2021,00-00,11.8,28,0.97,555,0,1,64,86,,,,,,,,
14-01-2021,01-00,11.7,102,0.97,2005,0,1,67,88,,,,,,,,
14-01-2021,02-00,11.7,102,0.97,2005,0,1,67,88,,,,,,,,
14-01-2021,03-00,11.6,102,0.97,1988,0,1,67,88,,,,,,,,
14-01-2021,04-00,11.6,102,0.97,1988,0,1,80,45,,,,,,,,
14-01-2021,05-00,11.4,121,0.97,2318,0,1,80,45,,,,,,,,
14-01-2021,06-00,11.3,181,0.97,3436,0,1,80,45,,,,,,,,
14-01-2021,07-00,11.2,215,0.97,4046,0,1,86,25,,,,,,,,
14-01-2021,08-00,11.3,243,0.97,4613,0,1,86,25,,,,,,,,
14-01-2021,09-00,11.3,243,0.97,4613,0,1,86,25,,,,,,,,
14-01-2021,10-00,11.3,266,0.97,5050,0,1,83,26,,,,,,,,
14-01-2021,11-00,11.6,154,0.97,3001,0,1,83,26,,,,1,,,,
14-01-2021,12-00,11.6,242,0.97,4716,0,1,83,26,,,,,,,,
14-01-2021,13-00,11.5,244,0.97,4714,0,1,72,67,,,,,,,,
14-01-2021,14-00,11.7,232,0.97,4560,0,1,72,67,,,,,,,,
14-01-2021,15-00,11.4,230,0.97,4405,0,1,72,67,,,,,,,,
14-01-2021,16-00,11.3,237,0.97,4499,0,1,68,78,,,,,,,,
14-01-2021,17-00,11.3,229,0.97,4348,0,1,68,78,,,,,,,,
14-01-2021,18-00,11.6,34,0.97,663,0,1,68,78,,,,,,,,
14-01-2021,19-00,11.7,46,0.97,904,0,1,68,87,,,,,,,,
14-01-2021,20-00,11.7,42,0.97,826,0,1,68,87,,,,,,,,
14-01-2021,21-00,11.7,35,0.97,688,0,1,68,87,,,,,,,,
14-01-2021,22-00,11.7,32,0.97,629,0,1,62,87,,,,,,,,
14-01-2021,23-00,11.7,30,0.97,590,0,1,62,87,,,,,,,,
14-01-2021,00-00,11.7,106,0.97,2084,0,1,62,87,,,,,,,,
15-01-2021,01-00,11.7,106,0.97,2084,0,1,66,79,,,,,,,,
15-01-2021,02-00,11.7,106,0.97,2084,0,1,66,79,,,,,,,,
15-01-2021,03-00,11.7,106,0.97,2084,0,1,66,79,,,,,,,,
15-01-2021,04-00,11.6,110,0.97,2144,0,1,79,37,,,,,,,,
15-01-2021,05-00,11.5,140,0.97,2705,0,1,79,37,,,,,,,,
15-01-2021,06-00,11.3,163,0.97,3095,0,1,79,37,,,,,,,,
15-01-2021,07-00,11.4,220,0.97,4214,0,1,86,29,,,,,,,,
15-01-2021,08-00,11.1,293,0.97,5464,0,1,86,29,,,,,,,,
15-01-2021,09-00,11.1,287,0.97,5352,0,1,86,29,,,,,,,,
15-01-2021,10-00,11.1,279,0.97,5203,0,1,83,36,,,,,,,,
15-01-2021,11-00,11.4,261,0.97,4999,0,1,83,36,,,,,,,,
15-01-2021,12-00,11.4,247,0.97,4731,0,1,83,36,,,,,,,,
